Date,Configuration,Customer Postcode,Store Postcode,Retail Price
03Jan2008 05:02:04,199,EC3V,SE1,560
03Jan2008 05:07:15,23,W1M,NW5,515
03Jan2008 05:21:28,339,W1U,SW1P,560
03Jan2008 05:21:33,195,EC1A,SW1P,480
03Jan2008 05:25:15,315,W2,SW1V,515
03Jan2008 05:27:36,61,SW1W,SW1V,460
03Jan2008 05:39:34,295,E8,E2,590
03Jan2008 05:46:25,364,EC4A,SW1V,515
03Jan2008 05:53:45,175,W1D,SW1V,515
03Jan2008 05:55:02,156,N1,SW1P,360
03Jan2008 05:55:25,205,SE24,SW12,480
03Jan2008 05:58:52,203,E1,SW1P,460
03Jan2008 06:00:47,76,W2,W10,415
03Jan2008 06:07:42,299,E6,E7,490
03Jan2008 06:07:53,57,W1U,SW1P,400
03Jan2008 06:13:40,350,E2,SE1,510
03Jan2008 06:18:45,340,SW1A,SW1P,510
03Jan2008 06:20:09,69,W1J,SW1P,505
03Jan2008 06:21:24,203,N1,NW5,460
03Jan2008 06:26:49,77,E2,E2,485
03Jan2008 06:30:25,175,WC2H,SE1,515
03Jan2008 06:40:20,203,SE1,SW1P,460
03Jan2008 06:40:21,317,EC1N,SW1P,535
03Jan2008 06:46:37,72,EC1R,NW5,515
03Jan2008 06:52:03,219,EC1A,SW1P,485
03Jan2008 07:04:22,207,SE11,SE1,540
03Jan2008 07:16:01,221,SE8,SE1,505
03Jan2008 07:19:26,24,E14,SE1,465
03Jan2008 07:28:55,290,NW3,N3,420
03Jan2008 07:38:15,346,WC2H,SW1P,450
03Jan2008 07:45:05,316,W1B,SW1P,465
03Jan2008 07:54:09,368,E1W,E2,595
03Jan2008 07:55:05,347,WC1N,NW5,540
03Jan2008 07:57:07,294,SE3,SE1,480
03Jan2008 07:59:23,309,SE1,SW1V,555
03Jan2008 08:28:05,316,N1,SW1P,465
03Jan2008 08:30:59,314,SW16,CR7,425
03Jan2008 08:32:09,72,W1B,SW1P,515
03Jan2008 08:41:53,294,E1,SE1,480
03Jan2008 08:45:47,74,SW1Y,SE1,375
03Jan2008 08:59:00,299,E2,SE1,490
03Jan2008 09:06:01,61,E1W,SE1,460
03Jan2008 09:06:33,339,E14,SE1,560
03Jan2008 09:14:22,214,N1,NW5,475
03Jan2008 09:17:21,149,W1W,NW5,450
03Jan2008 09:23:29,311,N17,E2,615
03Jan2008 09:31:49,76,SW18,SW1V,415
03Jan2008 09:33:01,199,E17,E7,560
03Jan2008 09:44:02,63,E14,E2,520
03Jan2008 10:00:37,166,EC4V,SE1,425
03Jan2008 10:16:40,77,E14,SE8,485
03Jan2008 10:21:43,310,SE21,SE8,505
03Jan2008 10:25:58,292,E2,SE8,460
03Jan2008 10:28:54,55,SE1,SW1V,540
03Jan2008 10:31:27,159,W1K,NW5,490
03Jan2008 10:44:09,349,SE1,SE1,560
03Jan2008 10:46:06,79,CR7,SW18,545
03Jan2008 11:05:05,66,NW1,NW5,395
03Jan2008 11:18:01,217,SW8,SW1V,445
03Jan2008 11:22:06,304,W6,W4,520
03Jan2008 11:29:02,313,W1T,SW1P,475
03Jan2008 11:31:25,199,W1D,SW1V,560
03Jan2008 11:35:32,197,WC2H,SW1P,500
03Jan2008 11:51:29,218,W1T,SW1V,395
03Jan2008 11:52:16,149,W14,W10,450
03Jan2008 11:52:22,337,SW1H,SW1V,520
03Jan2008 11:57:50,70,SE16,E2,455
03Jan2008 11:59:39,320,N1,E2,545
03Jan2008 12:08:22,164,WC2N,SE1,405
03Jan2008 12:09:45,168,EC2A,SE1,485
03Jan2008 12:22:02,72,W1B,SW1V,515
03Jan2008 12:23:15,17,SE10,SE8,395
03Jan2008 12:30:35,14,N1,NW5,360
03Jan2008 12:38:16,296,TW9,W4,540
03Jan2008 12:46:54,175,NW3,N3,515
03Jan2008 12:57:57,316,WC2N,SW1V,465
03Jan2008 13:17:58,308,N1,NW5,485
03Jan2008 13:18:27,194,NW6,NW5,390
03Jan2008 13:26:56,345,E7,E2,500
03Jan2008 13:33:43,66,TW8,W10,395
03Jan2008 13:45:43,49,WC1B,NW5,420
03Jan2008 13:51:24,153,WC2N,SW1P,370
03Jan2008 13:55:48,72,WC2R,SW1V,515
03Jan2008 14:05:07,76,CR7,SW18,415
03Jan2008 14:18:05,350,SE1,SE1,510
03Jan2008 14:19:56,7,SE1,E2,490
03Jan2008 14:23:21,351,SE22,SW12,620
03Jan2008 14:25:01,215,W6,W4,585
03Jan2008 14:46:37,309,E14,E2,555
03Jan2008 14:55:52,77,SE26,SW12,485
03Jan2008 15:03:15,7,SE1,SW1P,490
03Jan2008 15:03:17,167,SW8,SE1,535
03Jan2008 15:04:32,221,N5,NW5,505
03Jan2008 15:11:59,311,WC2R,SE1,615
03Jan2008 15:17:18,353,W1S,SW1V,545
03Jan2008 15:24:38,173,WC1R,NW5,455
03Jan2008 15:28:43,304,CR7,SW12,520
03Jan2008 15:39:11,299,CR0,SW18,490
03Jan2008 15:43:49,159,N2,N17,490
03Jan2008 15:44:34,61,W1J,SW1V,460
03Jan2008 15:55:34,3,SE26,CR7,410
03Jan2008 15:56:26,10,SE16,SE8,300
03Jan2008 16:01:57,75,SW4,SW1V,465
03Jan2008 16:22:43,69,W1X,SW1P,505
03Jan2008 16:28:17,163,EC4Y,SW1P,455
03Jan2008 16:30:19,21,EC2N,SE1,455
03Jan2008 16:33:00,309,E1,SW1P,555
03Jan2008 16:42:21,63,WC2E,SE1,520
03Jan2008 16:44:30,31,WC2E,SW1P,495
03Jan2008 16:47:01,69,SE24,SW12,505
03Jan2008 16:56:33,361,SE26,SW12,525
03Jan2008 17:04:14,319,WC2H,SW1P,595
03Jan2008 17:05:27,297,SW8,SW1P,450
03Jan2008 17:06:25,344,KT7,SW18,590
03Jan2008 17:06:37,295,W1T,SW1V,590
03Jan2008 17:11:28,307,SE11,SW1V,535
03Jan2008 17:12:55,349,W1T,SW1V,560
03Jan2008 17:33:48,8,EC3A,SW1P,440
03Jan2008 18:01:05,307,SW16,CR7,535
03Jan2008 18:01:53,312,W12,W10,565
03Jan2008 18:08:51,315,EC3V,SE1,515
03Jan2008 18:09:52,77,SE1,SW1P,485
03Jan2008 18:10:20,8,EC1V,NW5,440
03Jan2008 18:14:56,222,E8,SE1,455
03Jan2008 18:17:26,320,WC2R,SW1P,545
03Jan2008 18:43:22,315,W1F,NW5,515
03Jan2008 18:44:10,297,EC4V,E2,450
03Jan2008 18:44:31,366,EC1Y,SE1,535
03Jan2008 18:55:45,354,CR0,SW12,495
03Jan2008 18:56:38,305,SW19,SW18,495
03Jan2008 19:07:41,316,W4,W4,465
03Jan2008 19:18:57,153,EC2V,E2,370
03Jan2008 19:19:35,75,W1F,SW1V,465
03Jan2008 19:21:06,71,HA5,W4,565
03Jan2008 19:21:37,338,N1,NW5,470
03Jan2008 19:23:39,348,EC3M,SW1P,490
03Jan2008 19:40:51,304,W6,W4,520
03Jan2008 19:44:44,1,W1U,NW5,370
03Jan2008 19:46:30,202,SE25,CR7,370
03Jan2008 19:50:31,315,E1,SE1,515
03Jan2008 19:51:06,317,N6,N17,535
03Jan2008 19:56:16,342,NW1,SW1P,530
03Jan2008 19:58:11,51,W1F,SW1P,460
03Jan2008 20:01:08,353,EC1N,SE1,545
03Jan2008 20:04:05,343,N7,E2,640
03Jan2008 20:13:14,67,E1,SE1,485
03Jan2008 20:17:00,315,W1B,NW5,515
03Jan2008 20:18:11,302,WC2B,SE1,460
03Jan2008 20:18:22,6,SE10,SE1,380
03Jan2008 20:20:15,72,WC2R,SW1V,515
03Jan2008 20:52:23,348,E14,SE8,490
03Jan2008 21:05:00,295,WC2H,SW1P,590
03Jan2008 21:29:16,366,E6,E2,535
03Jan2008 21:31:20,26,SW11,SW12,325
03Jan2008 21:34:01,156,N17,N17,360
03Jan2008 21:35:16,23,SE23,SE1,515
03Jan2008 21:36:15,75,EC3A,SW1P,465
03Jan2008 21:44:50,289,EC3N,E2,470
03Jan2008 21:46:36,79,SE8,SE8,545
03Jan2008 21:58:22,216,SW18,SW1V,535
03Jan2008 22:02:30,317,N22,N17,535
03Jan2008 22:03:43,223,SW4,SW18,565
03Jan2008 22:03:46,221,SE1,SW1P,505
03Jan2008 22:16:18,350,EC1M,SE1,510
03Jan2008 22:22:10,316,E2,E2,465
03Jan2008 22:27:02,313,EC1M,SE1,475
03Jan2008 22:40:16,297,W1D,SW1P,450
03Jan2008 22:46:47,208,SW4,SW12,490
03Jan2008 22:52:40,348,W3,W4,490
03Jan2008 22:52:56,196,NW1,NW5,430
03Jan2008 22:58:10,176,NW6,N3,465
03Jan2008 23:18:06,166,KT6,SW18,425
03Jan2008 23:21:28,319,E1,E2,595
03Jan2008 23:22:52,200,EC3V,SW1P,510
03Jan2008 23:24:13,353,WC2,SW1V,545
03Jan2008 23:30:14,151,EC3V,SE1,510
03Jan2008 23:31:12,316,W2,SW1P,465
03Jan2008 23:38:38,74,SW11,SW12,375
03Jan2008 23:40:53,361,SE5,SW1P,525
03Jan2008 23:55:16,164,W2,SW1P,405
04Jan2008 00:05:05,207,SE17,SW1V,540
04Jan2008 00:08:57,202,SE16,SE1,370
04Jan2008 00:10:23,24,SW7,SW1V,465
04Jan2008 00:12:04,313,SW1V,SW1P,475
04Jan2008 00:23:04,53,SE16,SE8,480
04Jan2008 00:26:10,213,N22,N17,525
04Jan2008 00:27:26,363,CR7,CR7,565
04Jan2008 00:27:41,176,SE1,SW1V,465
04Jan2008 00:29:39,51,W2,SW1P,460
04Jan2008 00:43:53,53,SE19,CR7,480
04Jan2008 00:48:36,21,SE14,E2,455
04Jan2008 00:54:31,211,SW8,SW1V,505
04Jan2008 01:02:29,347,SE25,CR7,540
04Jan2008 01:02:44,7,SW8,SW1P,490
04Jan2008 01:08:16,218,EC1A,E2,395
04Jan2008 01:08:16,311,EC1A,SE1,615
04Jan2008 01:15:51,316,SW3,W10,465
04Jan2008 01:31:04,70,SW1X,SW1P,455
04Jan2008 01:34:53,221,W1G,NW5,505
04Jan2008 01:35:36,309,CR0,SW12,555
04Jan2008 01:44:17,152,WC2R,SW1V,460
04Jan2008 01:44:25,368,W8,SW1V,595
04Jan2008 01:48:14,359,WC2R,SW1P,665
04Jan2008 01:50:04,173,WC2H,NW5,455
04Jan2008 01:50:29,308,EC1Y,SE1,485
04Jan2008 01:58:16,205,E1,SE1,480
04Jan2008 02:07:36,53,SE26,SE8,480
04Jan2008 02:13:30,353,E1,SW1P,545
04Jan2008 02:14:47,358,SW1W,SW18,555
04Jan2008 02:19:05,362,N1,NW5,475
04Jan2008 02:25:07,222,SE1,SW1P,455
04Jan2008 02:30:08,55,WC1X,NW5,540
04Jan2008 02:31:59,170,EC1V,SE1,345
04Jan2008 02:32:09,69,SE11,SW1P,505
04Jan2008 02:34:55,289,EC4N,SW1P,470
04Jan2008 02:35:06,213,TW1,KT2,525
04Jan2008 02:39:03,209,SE26,SE8,465
04Jan2008 02:40:22,355,NW1,SW1P,585
04Jan2008 02:43:47,215,W1D,SW1P,585
04Jan2008 02:49:56,194,NW5,NW5,390
04Jan2008 02:58:53,67,SE11,SE1,485
04Jan2008 03:00:54,163,SW18,SW12,455
04Jan2008 03:12:48,293,SE17,SW1P,530
04Jan2008 03:17:57,209,SW1Y,SW1V,465
04Jan2008 03:18:44,293,SW1Y,SE1,530
04Jan2008 03:29:37,70,SE1,SE1,455
04Jan2008 03:30:53,341,E14,SE8,580
04Jan2008 03:36:32,166,E15,SE8,425
04Jan2008 03:38:00,149,WC2N,SW1P,450
04Jan2008 03:39:57,364,SW1Y,SW1V,515
04Jan2008 03:49:09,60,N1,NW5,390
04Jan2008 03:50:28,339,W1H,SW1P,560
04Jan2008 03:51:29,340,NW3,NW5,510
04Jan2008 03:51:32,309,E14,SE8,555
04Jan2008 04:06:50,151,EC1A,E2,510
04Jan2008 04:22:34,20,WC2N,SW1V,385
04Jan2008 04:23:36,31,EC3A,SW1P,495
04Jan2008 04:35:50,293,SE23,SW12,530
04Jan2008 04:40:08,210,KT2,W4,415
04Jan2008 04:41:29,294,SE16,E2,480
04Jan2008 04:42:07,80,EC4V,SW1V,495
04Jan2008 04:56:36,67,E11,E2,485
04Jan2008 05:25:01,319,KT7,KT2,595
04Jan2008 05:25:41,149,E6,E7,450
04Jan2008 05:26:59,20,E1,SE1,385
04Jan2008 05:29:37,198,SE1,SW1V,450
04Jan2008 05:35:04,176,E14,SE8,465
04Jan2008 05:59:41,347,N1,E2,540
04Jan2008 06:08:14,149,EC2M,SE1,450
04Jan2008 06:11:25,354,W1T,SW1V,495
04Jan2008 06:16:15,59,SW1W,SW1V,440
04Jan2008 06:19:16,304,WC1B,NW5,520
04Jan2008 06:20:39,59,SW18,SW18,440
04Jan2008 06:33:18,216,SW1A,SW1P,535
04Jan2008 06:35:47,205,EC1A,SE1,480
04Jan2008 06:36:18,296,SW2,SW1V,540
04Jan2008 06:37:08,53,EC3N,E2,480
04Jan2008 06:37:25,307,SW16,SW18,535
04Jan2008 06:41:34,4,NW6,SW1P,360
04Jan2008 06:46:04,53,E14,E2,480
04Jan2008 06:47:55,307,WC2N,SE1,535
04Jan2008 06:58:23,162,E1W,E2,365
04Jan2008 07:01:37,304,N7,NW5,520
04Jan2008 07:17:16,51,HA5,W10,460
04Jan2008 07:25:37,12,E1W,SE1,340
04Jan2008 07:40:49,293,N7,SW1P,530
04Jan2008 07:44:12,291,TW10,KT2,510
04Jan2008 07:47:52,350,N1,NW5,510
04Jan2008 07:48:05,21,N1,NW5,455
04Jan2008 07:55:19,203,WC2N,SE1,460
04Jan2008 07:55:28,19,E2,E2,435
04Jan2008 07:58:38,214,WC2N,SW1P,475
04Jan2008 08:05:33,314,WC2E,SE1,425
04Jan2008 08:05:44,345,WC2H,SW1V,500
04Jan2008 08:06:37,17,SW17,SW18,395
04Jan2008 08:07:27,310,SW8,SW1V,505
04Jan2008 08:07:29,364,SE11,SW1V,515
04Jan2008 08:12:32,363,E8,SE1,565
04Jan2008 08:21:59,79,E6,E7,545
04Jan2008 08:23:07,64,SE1,SE8,470
04Jan2008 08:26:05,295,SE23,SW12,590
04Jan2008 08:28:30,354,WC1N,NW5,495
04Jan2008 08:43:38,337,N1,SW1P,520
04Jan2008 08:59:59,292,E1,E2,460
04Jan2008 09:05:12,342,EC4V,SE1,530
04Jan2008 09:09:02,212,W1D,SW1P,455
04Jan2008 09:11:15,354,WC2E,SE1,495
04Jan2008 09:22:33,348,WC1N,SW1P,490
04Jan2008 09:25:33,6,N1,E2,380
04Jan2008 09:28:01,349,SE21,SW12,560
04Jan2008 09:28:16,308,CR0,SW18,485
04Jan2008 09:31:40,70,E1W,SE8,455
04Jan2008 09:31:49,75,WC2H,SW1P,465
04Jan2008 09:33:24,368,SE17,SW1P,595
04Jan2008 09:33:38,337,SW1A,SE1,520
04Jan2008 09:36:36,305,W1T,NW5,495
04Jan2008 09:40:22,365,W1V,SW1P,585
04Jan2008 09:52:03,223,SW2,SW1V,565
04Jan2008 09:59:31,205,WC2N,SW1V,480
04Jan2008 10:07:04,197,W1T,SW1V,500
04Jan2008 10:18:13,216,SW8,SW1V,535
04Jan2008 10:31:09,367,SE11,SW1V,645
04Jan2008 10:34:39,55,EC2M,SW1P,540
04Jan2008 10:37:41,294,SE1,SW1P,480
04Jan2008 10:39:53,294,N7,N17,480
04Jan2008 10:42:34,291,SE19,SW12,510
04Jan2008 10:44:01,294,WC2B,SW1P,480
04Jan2008 10:52:10,163,SE1,SE8,455
04Jan2008 11:22:56,198,NW3,N3,450
04Jan2008 11:27:28,221,SW8,SW1P,505
04Jan2008 11:30:06,351,TW7,SW18,620
04Jan2008 11:36:28,315,NW1,W10,515
04Jan2008 12:09:09,145,WC2H,SW1P,390
04Jan2008 12:15:19,23,SE1,SE1,515
04Jan2008 12:18:25,308,SE11,SE1,485
04Jan2008 12:25:41,291,N19,N3,510
04Jan2008 12:31:02,296,W1W,NW5,540
04Jan2008 12:46:20,340,W2,W10,510
04Jan2008 12:52:08,302,NW1,W10,460
04Jan2008 12:53:24,157,N7,E2,430
04Jan2008 12:54:05,203,N10,N17,460
04Jan2008 13:10:34,28,E1,SE1,365
04Jan2008 13:18:31,362,WC1H,NW5,475
04Jan2008 13:21:37,213,SE23,SW12,525
04Jan2008 13:41:11,152,EC1R,SW1P,460
04Jan2008 14:03:04,80,SW3,SW1V,495
04Jan2008 14:04:44,355,WC2R,SW1V,585
04Jan2008 14:14:07,350,W2,W10,510
04Jan2008 14:24:54,320,WC1N,SW1P,545
04Jan2008 14:27:16,208,SE1,SW1P,490
04Jan2008 14:34:35,17,KT6,W4,395
04Jan2008 14:42:06,51,W1T,SW1P,460
04Jan2008 14:51:21,14,W1D,SW1P,360
04Jan2008 14:55:07,216,N1,NW5,535
04Jan2008 14:58:51,340,HA5,W10,510
04Jan2008 15:02:02,150,EC1A,E2,400
04Jan2008 15:02:40,1,SW3,SW1P,370
04Jan2008 15:09:52,217,SW5,SW1V,445
04Jan2008 15:17:48,358,SE25,SE8,555
04Jan2008 15:35:56,301,KT1,SW18,510
04Jan2008 15:38:13,297,W1D,SW1P,450
04Jan2008 15:56:16,204,SE25,SE8,410
04Jan2008 15:57:03,221,EC1R,SW1P,505
04Jan2008 16:03:51,344,SW10,SW1P,590
04Jan2008 16:05:31,80,SE1,SE1,495
04Jan2008 16:07:41,354,W1B,NW5,495
04Jan2008 16:11:34,168,E7,SE8,485
04Jan2008 16:24:06,212,SE1,SW1P,455
04Jan2008 16:24:21,206,WC2R,SE1,430
04Jan2008 16:26:59,307,KT2,SW18,535
04Jan2008 16:32:14,339,W11,SW1V,560
04Jan2008 16:34:32,23,WC1N,SW1P,515
04Jan2008 16:36:47,303,CR0,SW12,570
04Jan2008 16:37:27,7,SE17,SW1V,490
04Jan2008 16:39:37,360,E14,SE1,615
04Jan2008 16:44:00,168,EC2A,E2,485
04Jan2008 16:48:33,212,SE26,SW12,455
04Jan2008 16:54:34,307,SE1,SE1,535
04Jan2008 17:04:01,356,EC1N,SW1P,535
04Jan2008 17:06:12,64,EC4Y,SW1V,470
04Jan2008 17:08:19,175,W1G,SW1V,515
04Jan2008 17:10:36,31,EC3R,SE1,495
04Jan2008 17:11:03,338,WC2E,SE1,470
04Jan2008 17:17:09,353,EC4R,SW1P,545
04Jan2008 17:17:56,361,W1W,SW1V,525
04Jan2008 17:22:20,307,EC4R,SE1,535
04Jan2008 17:22:21,320,E1,SE8,545
04Jan2008 17:26:39,354,WC1N,NW5,495
04Jan2008 17:31:18,219,SW3,SW1P,485
04Jan2008 17:46:19,341,E6,E7,580
04Jan2008 17:48:42,61,SW17,SW18,460
04Jan2008 17:50:06,79,SW2,SW1P,545
04Jan2008 17:50:54,348,EC4V,E2,490
04Jan2008 17:51:54,219,EC1R,NW5,485
04Jan2008 17:52:11,353,EC3V,SW1P,545
04Jan2008 17:55:46,28,E11,E2,365
04Jan2008 18:00:18,308,NW1,NW5,485
04Jan2008 18:21:35,80,E12,E7,495
04Jan2008 18:22:37,203,WC2B,SW1P,460
04Jan2008 18:29:41,365,WC1H,NW5,585
04Jan2008 18:33:36,337,W1D,NW5,520
04Jan2008 18:36:01,355,KT6,W4,585
04Jan2008 18:46:36,346,E2,SE1,450
04Jan2008 18:51:22,156,SW16,SW18,360
04Jan2008 18:51:47,173,EC2A,E2,455
04Jan2008 19:03:05,361,EC3N,SE1,525
04Jan2008 19:05:20,203,SW4,SW1V,460
04Jan2008 19:05:48,199,WC1N,SE1,560
04Jan2008 19:08:12,79,SW1Y,SW1V,545
04Jan2008 19:15:31,219,WC1B,NW5,485
04Jan2008 19:23:29,221,SW8,SW12,505
04Jan2008 19:30:44,202,SE22,SW12,370
04Jan2008 19:34:53,195,WC1A,SW1V,480
04Jan2008 19:41:38,344,SE1,SE1,590
04Jan2008 19:42:23,358,EC3A,SE1,555
04Jan2008 19:46:07,213,SE25,SW12,525
04Jan2008 20:11:42,338,W4,W10,470
04Jan2008 20:12:04,149,WC2R,SW1V,450
04Jan2008 20:12:09,53,SE6,SE8,480
04Jan2008 20:14:00,163,NW1,NW5,455
04Jan2008 20:22:34,337,EC1Y,E2,520
04Jan2008 20:25:39,349,WC2H,SW1V,560
04Jan2008 20:28:45,345,EC2N,SW1P,500
04Jan2008 20:33:56,343,WC2A,SE1,640
04Jan2008 20:34:14,159,EC1V,E2,490
04Jan2008 20:37:53,318,E2,SE8,485
04Jan2008 20:48:24,302,E14,E2,460
04Jan2008 20:50:41,167,N7,E2,535
04Jan2008 20:53:29,214,W1F,SW1P,475
04Jan2008 20:57:39,67,E6,SE8,485
04Jan2008 21:03:46,198,SE17,SW1P,450
04Jan2008 21:03:57,51,WC2H,NW5,460
04Jan2008 21:14:37,368,EC4Y,SW1V,595
04Jan2008 21:24:40,30,SW1P,SW1V,385
04Jan2008 21:26:12,306,EC2Y,E2,445
04Jan2008 21:29:52,364,SE1,SE1,515
04Jan2008 21:35:58,153,NW1,NW5,370
04Jan2008 21:43:01,211,EC1R,SE1,505
04Jan2008 21:45:26,75,N6,N3,465
04Jan2008 21:48:47,24,W12,W4,465
04Jan2008 21:54:00,342,EC3V,SW1P,530
04Jan2008 21:54:43,361,CR0,SW18,525
04Jan2008 22:04:42,347,EC2V,SW1P,540
04Jan2008 22:06:16,19,N7,N17,435
04Jan2008 22:12:33,299,SW1V,SW1V,490
04Jan2008 22:13:46,362,BR3,SE8,475
04Jan2008 22:15:25,296,SE20,SW12,540
04Jan2008 22:15:36,150,N7,E2,400
04Jan2008 22:19:05,363,E1,SW1P,565
04Jan2008 22:20:02,305,NW3,N3,495
04Jan2008 22:31:17,80,SE1,SE8,495
04Jan2008 22:36:59,224,N5,N17,515
04Jan2008 22:42:54,212,NW10,W10,455
04Jan2008 22:46:03,5,NW1,NW5,430
04Jan2008 22:50:29,364,TW1,KT2,515
04Jan2008 22:52:26,176,W1T,NW5,465
04Jan2008 22:53:03,30,W1T,NW5,385
04Jan2008 23:10:59,320,E15,E2,545
04Jan2008 23:37:07,57,SW1V,SE1,400
04Jan2008 23:43:38,77,SE25,CR7,485
04Jan2008 23:46:29,354,EC1Y,SE1,495
04Jan2008 23:53:08,19,SE1,SW1V,435
04Jan2008 23:55:31,219,W1X,SW1V,485
05Jan2008 00:04:25,2,W1H,SW1V,320
05Jan2008 00:05:26,320,SE19,SW12,545
05Jan2008 00:10:51,158,E1,SE1,380
05Jan2008 00:11:47,80,CR7,SW18,495
05Jan2008 00:13:04,345,W2,SW1V,500
05Jan2008 00:15:57,173,SE16,SE8,455
05Jan2008 00:26:54,63,EC4V,SW1P,520
05Jan2008 00:33:03,219,W4,W4,485
05Jan2008 00:34:56,79,NW1,SW1V,545
05Jan2008 00:35:13,197,EC4Y,SE1,500
05Jan2008 00:35:56,163,E2,SE8,455
05Jan2008 00:38:21,219,SW1X,SW1V,485
05Jan2008 00:53:59,366,W6,W10,535
05Jan2008 01:01:31,358,E11,E2,555
05Jan2008 01:09:42,303,WC1B,SW1V,570
05Jan2008 01:10:38,365,SE22,SW12,585
05Jan2008 01:12:31,30,W1B,SW1V,385
05Jan2008 01:12:57,25,SE1,SE1,375
05Jan2008 01:15:08,320,SW12,SW1V,545
05Jan2008 01:30:32,317,WC1H,SW1V,535
05Jan2008 01:30:34,224,WC2H,NW5,515
05Jan2008 01:31:31,316,N1,SW1P,465
05Jan2008 01:32:19,301,W1F,SW1V,510
05Jan2008 02:00:56,56,SE1,SW1P,490
05Jan2008 02:04:15,31,W1H,W10,495
05Jan2008 02:08:31,339,SW7,W10,560
05Jan2008 02:10:24,51,EC4V,SW1P,460
05Jan2008 02:29:30,309,WC1X,NW5,555
05Jan2008 02:32:07,200,N3,N17,510
05Jan2008 02:33:03,173,W2,SW1V,455
05Jan2008 02:38:15,354,EC1R,NW5,495
05Jan2008 02:40:33,168,SE26,SW12,485
05Jan2008 02:43:02,316,WC2R,SW1V,465
05Jan2008 02:43:45,299,E1,SE8,490
05Jan2008 03:01:03,318,EC1M,NW5,485
05Jan2008 03:13:36,320,SW16,SW12,545
05Jan2008 03:17:15,202,NW1,SW1V,370
05Jan2008 03:44:22,69,SE3,SE8,505
05Jan2008 03:45:09,342,SE25,SE8,530
05Jan2008 03:51:19,213,SW1H,SW1P,525
05Jan2008 04:00:38,289,WC2H,SE1,470
05Jan2008 04:09:00,363,W1J,W10,565
05Jan2008 04:14:55,351,SE25,CR7,620
05Jan2008 04:35:37,61,E1,E2,460
05Jan2008 04:35:53,69,E1,E2,505
05Jan2008 04:44:56,297,CR0,SE8,450
05Jan2008 04:47:24,69,SE25,SE8,505
05Jan2008 04:48:40,80,N1,SE1,495
05Jan2008 04:48:47,289,WC1N,NW5,470
05Jan2008 04:57:41,214,EC4R,E2,475
05Jan2008 04:59:22,342,W1T,NW5,530
05Jan2008 05:05:57,213,N1,SE1,525
05Jan2008 05:06:30,162,E1,SE8,365
05Jan2008 05:26:06,309,E15,SE8,555
05Jan2008 05:27:15,156,EC2A,SE1,360
05Jan2008 05:28:52,320,CR7,CR7,545
05Jan2008 05:29:09,5,N1,NW5,430
05Jan2008 05:31:03,166,E17,E7,425
05Jan2008 05:48:35,362,W1T,SW1V,475
05Jan2008 05:53:02,75,N1,NW5,465
05Jan2008 06:09:21,310,SE3,SE1,505
05Jan2008 06:14:58,338,SE5,SW1P,470
05Jan2008 06:19:39,307,EC3V,E2,535
05Jan2008 06:24:12,14,SW13,W4,360
05Jan2008 06:25:10,55,WC2E,SW1V,540
05Jan2008 06:25:14,338,SE24,SW12,470
05Jan2008 06:26:24,292,SE1,SW1P,460
05Jan2008 06:33:49,303,TW10,KT2,570
05Jan2008 06:42:47,338,W1D,NW5,470
05Jan2008 06:48:13,289,SW11,SW18,470
05Jan2008 06:53:55,201,SW11,SW18,420
05Jan2008 06:55:55,208,N1,E2,490
05Jan2008 07:02:11,29,E1,E2,435
05Jan2008 07:10:58,57,E3,SE1,400
05Jan2008 07:14:07,27,SE1,SW1V,415
05Jan2008 07:16:04,63,EC2V,SE1,520
05Jan2008 07:35:17,345,WC1E,SW1V,500
05Jan2008 07:36:48,198,E1,E2,450
05Jan2008 07:37:56,347,W1T,NW5,540
05Jan2008 07:44:54,222,EC1R,SW1P,455
05Jan2008 08:08:34,339,SW1V,SW1V,560
05Jan2008 08:15:50,203,KT7,KT2,460
05Jan2008 08:25:28,294,SW3,SW1V,480
05Jan2008 08:32:49,342,E1,SW1P,530
05Jan2008 08:33:09,293,W1W,NW5,530
05Jan2008 08:34:23,221,WC1V,SW1V,505
05Jan2008 09:12:56,315,EC4M,SE1,515
05Jan2008 09:16:26,317,EC4Y,SW1P,535
05Jan2008 09:23:31,317,CR0,SW12,535
05Jan2008 09:25:12,317,SE1,SW1V,535
05Jan2008 09:27:59,53,EC4V,SW1V,480
05Jan2008 09:34:38,318,WC2A,SW1V,485
05Jan2008 09:39:59,149,EC2M,SE1,450
05Jan2008 09:44:20,52,EC2A,SW1P,410
05Jan2008 09:51:46,72,NW5,N3,515
05Jan2008 10:00:07,25,CR0,SW12,375
05Jan2008 10:04:46,308,E1W,E2,485
05Jan2008 10:05:36,61,E8,E2,460
05Jan2008 10:19:05,212,SE19,SW12,455
05Jan2008 10:25:23,210,W14,SW1V,415
05Jan2008 10:25:56,67,NW1,SW1V,485
05Jan2008 10:28:02,310,EC4Y,SE1,505
05Jan2008 10:30:46,294,W12,W10,480
05Jan2008 10:35:10,313,E1,SE1,475
05Jan2008 10:43:01,340,CR0,SW18,510
05Jan2008 11:00:14,360,SE11,SE1,615
05Jan2008 11:01:03,72,SW13,W10,515
05Jan2008 11:07:06,15,N7,N17,470
05Jan2008 11:20:30,61,CR0,SW12,460
05Jan2008 11:21:35,313,W12,W4,475
